event_id,target_login_fraud_flag,fraud_scenario,split_name,ml_score,ml_predicted_flag
E00063350,0,normal_returning_login_and_normal_usage,train,0.1940779,0
E00029940,0,normal_returning_login_and_normal_usage,train,0.06968747,0
E00029058,1,social_engineering_or_malicious_approval,train,0.93334717,1
E00093495,0,normal_returning_login_and_normal_usage,train,0.056702446,0
E00055819,0,normal_returning_login_and_normal_usage,train,0.07697933,0
E00092828,0,normal_returning_login_and_normal_usage,train,0.21128352,0
E00083440,0,normal_returning_login_and_normal_usage,train,0.13156255,0
E00052097,0,normal_returning_login_and_normal_usage,train,0.066539936,0
E00002079,0,normal_returning_login_and_normal_usage,train,0.1670019,0
E00125242,0,normal_returning_login_and_normal_usage,train,0.17961985,0
E00018360,0,legitimate_travel_or_device_change_login,train,0.006465312,0
E00129270,0,normal_returning_login_and_normal_usage,train,0.21490718,0
E00132374,0,normal_returning_login_and_normal_usage,train,0.11096748,0
E00061795,0,normal_returning_login_and_normal_usage,train,0.11061234,0
E00103774,0,social_engineering_or_malicious_approval,train,0.94858676,1
E00105821,0,social_engineering_or_malicious_approval,train,0.9292601,1
E00142649,0,normal_returning_login_and_normal_usage,train,0.07835225,0
E00148498,0,legitimate_travel_or_device_change_login,train,0.0041275756,0
E00040423,0,normal_returning_login_and_normal_usage,train,0.11753729,0
E00072691,0,normal_returning_login_and_normal_usage,train,0.083730586,0
E00097816,0,legitimate_travel_or_device_change_login,train,0.0039816666,0
E00150825,0,normal_returning_login_and_normal_usage,train,0.099908985,0
E00038512,0,normal_returning_login_and_normal_usage,train,0.160044,0
E00004505,0,normal_returning_login_and_normal_usage,train,0.07590551,0
E00001926,1,repeated_attempts_before_success,train,0.99878854,1
E00121314,0,normal_returning_login_and_normal_usage,train,0.13792679,0
E00125358,0,social_engineering_or_malicious_approval,train,0.9369869,1
E00048596,0,normal_returning_login_and_normal_usage,train,0.04399498,0
E00121829,0,legitimate_first_time_or_infrequent_service_usage,train,0.09366723,0
E00120650,0,legitimate_travel_or_device_change_login,train,0.0032670489,0
E00067913,0,normal_returning_login_and_normal_usage,train,0.11397269,0
E00004342,0,normal_returning_login_and_normal_usage,train,0.11338923,0
E00056688,0,normal_returning_login_and_normal_usage,train,0.07538709,0
E00095427,0,normal_returning_login_and_normal_usage,train,0.086046815,0
E00117684,0,suspicious_downstream_misuse_after_successful_access,train,0.08834118,0
E00002818,0,normal_returning_login_and_normal_usage,train,0.06592618,0
E00027838,0,normal_returning_login_and_normal_usage,train,0.10887806,0
E00098658,0,normal_returning_login_and_normal_usage,train,0.10974807,0
E00097864,1,remote_control_or_device_compromise_access,train,0.9973001,1
E00154039,1,remote_control_or_device_compromise_access,train,0.9977703,1
E00045632,0,normal_returning_login_and_normal_usage,train,0.100506246,0
E00088386,0,normal_returning_login_and_normal_usage,train,0.117645,0
E00093336,0,normal_returning_login_and_normal_usage,train,0.06426797,0
E00020469,0,normal_returning_login_and_normal_usage,train,0.1870426,0
E00038255,0,normal_returning_login_and_normal_usage,train,0.2339134,0
E00112984,1,remote_control_or_device_compromise_access,train,0.9965783,1
E00148483,0,normal_returning_login_and_normal_usage,train,0.06617026,0
E00123100,0,normal_returning_login_and_normal_usage,train,0.20008455,0
E00001472,0,normal_returning_login_and_normal_usage,train,0.16332854,0
E00056910,0,suspicious_downstream_misuse_after_successful_access,train,0.115103595,0
E00073897,0,relinquished_account_access_and_operation,train,0.112298995,0
E00081856,0,normal_returning_login_and_normal_usage,train,0.078162245,0
E00132853,0,normal_returning_login_and_normal_usage,train,0.13270126,0
E00141498,1,remote_control_or_device_compromise_access,train,0.9979594,1
E00017043,0,normal_returning_login_and_normal_usage,train,0.10138788,0
E00006003,0,normal_returning_login_and_normal_usage,train,0.058060937,0
E00047491,0,normal_returning_login_and_normal_usage,train,0.13221534,0
E00013190,0,normal_returning_login_and_normal_usage,train,0.10773991,0
E00029033,0,normal_returning_login_and_normal_usage,train,0.16446953,0
E00122274,0,legitimate_first_time_or_infrequent_service_usage,train,0.08457582,0
E00116677,1,repeated_attempts_before_success,train,0.99922895,1
E00091006,0,normal_returning_login_and_normal_usage,train,0.10402323,0
E00038133,0,normal_returning_login_and_normal_usage,train,0.117264524,0
E00076550,0,normal_returning_login_and_normal_usage,train,0.087943904,0
E00048141,0,normal_returning_login_and_normal_usage,train,0.24810582,0
E00104169,0,normal_returning_login_and_normal_usage,train,0.10995173,0
E00029040,0,normal_returning_login_and_normal_usage,train,0.11158399,0
E00026410,1,social_engineering_or_malicious_approval,train,0.9391052,1
E00122084,0,normal_returning_login_and_normal_usage,train,0.09367893,0
E00021221,0,normal_returning_login_and_normal_usage,train,0.08146313,0
E00047444,0,normal_returning_login_and_normal_usage,train,0.07869835,0
E00015705,0,normal_returning_login_and_normal_usage,train,0.13802722,0
E00005595,0,normal_returning_login_and_normal_usage,train,0.09437489,0
E00011278,0,normal_returning_login_and_normal_usage,train,0.112661816,0
E00023064,0,normal_returning_login_and_normal_usage,train,0.105373085,0
E00098590,0,normal_returning_login_and_normal_usage,train,0.088326834,0
E00041812,0,normal_returning_login_and_normal_usage,train,0.10188296,0
E00017178,0,legitimate_first_time_or_infrequent_service_usage,train,0.075524054,0
E00123539,0,normal_returning_login_and_normal_usage,train,0.0704151,0
E00122812,0,suspicious_downstream_misuse_after_successful_access,train,0.11631482,0
E00045690,0,normal_returning_login_and_normal_usage,train,0.08531934,0
E00106991,0,normal_returning_login_and_normal_usage,train,0.14909297,0
E00072937,1,remote_control_or_device_compromise_access,train,0.9976047,1
E00080822,1,relinquished_account_access_and_operation,train,0.100586735,0
E00100107,0,normal_returning_login_and_normal_usage,train,0.06956535,0
E00099402,0,normal_returning_login_and_normal_usage,train,0.11634889,0
E00118649,0,normal_returning_login_and_normal_usage,train,0.05418287,0
E00111931,0,suspicious_downstream_misuse_after_successful_access,train,0.096398115,0
E00103505,0,normal_returning_login_and_normal_usage,train,0.1030816,0
E00109833,0,normal_returning_login_and_normal_usage,train,0.0623302,0
E00044048,0,normal_returning_login_and_normal_usage,train,0.08416761,0
E00123161,0,normal_returning_login_and_normal_usage,train,0.07210107,0
E00025117,0,normal_returning_login_and_normal_usage,train,0.09383218,0
E00079019,0,legitimate_travel_or_device_change_login,train,0.0035027992,0
E00095950,0,normal_returning_login_and_normal_usage,train,0.18179792,0
E00000650,0,normal_returning_login_and_normal_usage,train,0.104684286,0
E00029340,0,normal_returning_login_and_normal_usage,train,0.09662108,0
E00129475,0,normal_returning_login_and_normal_usage,train,0.06550387,0
E00056208,0,normal_returning_login_and_normal_usage,train,0.14261615,0
E00092343,0,normal_returning_login_and_normal_usage,train,0.09874543,0
E00059837,0,normal_returning_login_and_normal_usage,train,0.15814182,0
E00139593,0,normal_returning_login_and_normal_usage,train,0.13621475,0
E00078221,0,normal_returning_login_and_normal_usage,train,0.11328237,0
E00007905,0,normal_returning_login_and_normal_usage,train,0.1494772,0
E00017725,0,normal_returning_login_and_normal_usage,train,0.04392012,0
E00089312,1,social_engineering_or_malicious_approval,train,0.9423178,1
E00032683,0,normal_returning_login_and_normal_usage,train,0.106932856,0
E00033248,0,legitimate_travel_or_device_change_login,train,0.0044869194,0
E00039202,0,normal_returning_login_and_normal_usage,train,0.08417237,0
E00034329,0,normal_returning_login_and_normal_usage,train,0.18234129,0
E00106405,0,normal_returning_login_and_normal_usage,train,0.07564915,0
E00031708,0,legitimate_travel_or_device_change_login,train,0.0038358239,0
E00154504,0,normal_returning_login_and_normal_usage,train,0.0922723,0
E00143307,0,normal_returning_login_and_normal_usage,train,0.14670414,0
E00129416,0,normal_returning_login_and_normal_usage,train,0.1314366,0
E00074570,0,normal_returning_login_and_normal_usage,train,0.13170893,0
E00034725,0,legitimate_first_time_or_infrequent_service_usage,train,0.0954195,0
E00139566,0,legitimate_travel_or_device_change_login,train,0.0035278546,0
E00076645,0,normal_returning_login_and_normal_usage,train,0.13716029,0
E00154621,0,normal_returning_login_and_normal_usage,train,0.0715745,0
E00045979,0,normal_returning_login_and_normal_usage,train,0.07844086,0
E00134255,0,normal_returning_login_and_normal_usage,train,0.10241007,0
E00096801,0,normal_returning_login_and_normal_usage,train,0.12016906,0
E00001647,0,normal_returning_login_and_normal_usage,train,0.09092099,0
E00125181,0,normal_returning_login_and_normal_usage,train,0.11626046,0
E00127038,0,normal_returning_login_and_normal_usage,train,0.09445482,0
E00007180,0,relinquished_account_access_and_operation,train,0.07844086,0
E00116800,0,normal_returning_login_and_normal_usage,train,0.101813816,0
E00052327,1,remote_control_or_device_compromise_access,train,0.99687505,1
E00001442,1,social_engineering_or_malicious_approval,train,0.94110805,1
E00092892,0,legitimate_first_time_or_infrequent_service_usage,train,0.16730829,0
E00127216,0,legitimate_first_time_or_infrequent_service_usage,train,0.17223305,0
E00149319,0,normal_returning_login_and_normal_usage,train,0.15460879,0
E00115270,0,normal_returning_login_and_normal_usage,train,0.08105548,0
E00099931,0,normal_returning_login_and_normal_usage,train,0.06796016,0
E00051299,0,normal_returning_login_and_normal_usage,train,0.051908042,0
E00129427,0,legitimate_first_time_or_infrequent_service_usage,train,0.14322717,0
E00029621,0,normal_returning_login_and_normal_usage,train,0.085911274,0
E00030895,0,legitimate_first_time_or_infrequent_service_usage,train,0.084384374,0
E00026524,0,legitimate_first_time_or_infrequent_service_usage,train,0.08295792,0
E00028081,0,normal_returning_login_and_normal_usage,train,0.20126444,0
E00021060,1,social_engineering_or_malicious_approval,train,0.93207157,1
E00078162,1,relinquished_account_access_and_operation,train,0.11727956,0
E00133157,0,legitimate_first_time_or_infrequent_service_usage,train,0.13875224,0
E00142960,0,legitimate_travel_or_device_change_login,train,0.004418542,0
E00045507,0,normal_returning_login_and_normal_usage,train,0.105754614,0
E00022066,0,normal_returning_login_and_normal_usage,train,0.111076966,0
E00070323,0,normal_returning_login_and_normal_usage,train,0.050046694,0
E00124523,0,normal_returning_login_and_normal_usage,train,0.11239573,0
E00060553,0,normal_returning_login_and_normal_usage,train,0.08534774,0
E00147875,0,social_engineering_or_malicious_approval,train,0.9231419,1
E00069984,0,legitimate_travel_or_device_change_login,train,0.002829186,0
E00116953,0,normal_returning_login_and_normal_usage,train,0.07095215,0
E00072825,0,normal_returning_login_and_normal_usage,train,0.079965755,0
E00044444,0,normal_returning_login_and_normal_usage,train,0.10204997,0
E00006208,0,normal_returning_login_and_normal_usage,train,0.1081541,0
E00131723,0,normal_returning_login_and_normal_usage,train,0.061404534,0
E00143667,0,legitimate_first_time_or_infrequent_service_usage,train,0.05106485,0
E00119668,1,social_engineering_or_malicious_approval,train,0.92830306,1
E00093547,0,social_engineering_or_malicious_approval,train,0.9289712,1
E00032805,0,suspicious_downstream_misuse_after_successful_access,train,0.07545951,0
E00001833,0,normal_returning_login_and_normal_usage,train,0.14334002,0
E00044185,0,legitimate_first_time_or_infrequent_service_usage,train,0.060967725,0
E00136608,1,remote_control_or_device_compromise_access,train,0.9949492,1
E00072261,0,legitimate_travel_or_device_change_login,train,0.0028967683,0
E00075971,0,normal_returning_login_and_normal_usage,train,0.07898374,0
E00013735,0,suspicious_downstream_misuse_after_successful_access,train,0.066231586,0
E00109899,0,normal_returning_login_and_normal_usage,train,0.08135476,0
E00102281,0,normal_returning_login_and_normal_usage,train,0.0650471,0
E00066238,0,normal_returning_login_and_normal_usage,train,0.15328255,0
E00063529,0,normal_returning_login_and_normal_usage,train,0.13561882,0
E00122465,0,social_engineering_or_malicious_approval,train,0.93452495,1
E00115429,0,relinquished_account_access_and_operation,train,0.06618872,0
E00080376,1,remote_control_or_device_compromise_access,train,0.9968077,1
E00003717,0,normal_returning_login_and_normal_usage,train,0.09042653,0
E00131343,0,normal_returning_login_and_normal_usage,train,0.067697346,0
E00067657,0,normal_returning_login_and_normal_usage,train,0.09612549,0
E00020764,0,normal_returning_login_and_normal_usage,train,0.060841456,0
E00142652,0,normal_returning_login_and_normal_usage,train,0.099028446,0
E00082432,1,repeated_attempts_before_success,train,0.9990435,1
E00065982,0,legitimate_travel_or_device_change_login,train,0.0032385774,0
E00032548,0,legitimate_travel_or_device_change_login,train,0.003897647,0
E00086629,1,social_engineering_or_malicious_approval,train,0.9295632,1
E00009907,0,normal_returning_login_and_normal_usage,train,0.19235799,0
E00145067,0,normal_returning_login_and_normal_usage,train,0.06826699,0
E00100989,0,normal_returning_login_and_normal_usage,train,0.045424864,0
E00052366,0,normal_returning_login_and_normal_usage,train,0.11927329,0
E00008822,0,normal_returning_login_and_normal_usage,train,0.113561004,0
E00124290,0,legitimate_first_time_or_infrequent_service_usage,train,0.06641531,0
E00059410,0,normal_returning_login_and_normal_usage,train,0.04751439,0
E00011875,0,suspicious_downstream_misuse_after_successful_access,train,0.14181189,0
E00093826,0,normal_returning_login_and_normal_usage,train,0.07732862,0
E00114195,0,normal_returning_login_and_normal_usage,train,0.15220696,0
E00036374,0,normal_returning_login_and_normal_usage,train,0.08806323,0
E00025543,0,legitimate_travel_or_device_change_login,train,0.002846593,0
E00121990,0,normal_returning_login_and_normal_usage,train,0.15047121,0
E00022258,1,social_engineering_or_malicious_approval,train,0.9143835,1
E00040903,0,normal_returning_login_and_normal_usage,train,0.05991598,0
E00069134,0,normal_returning_login_and_normal_usage,train,0.118211344,0
E00104707,0,normal_returning_login_and_normal_usage,train,0.12040576,0
E00137534,0,normal_returning_login_and_normal_usage,train,0.047412958,0
E00009825,0,normal_returning_login_and_normal_usage,train,0.079340145,0
E00114965,0,normal_returning_login_and_normal_usage,train,0.081773914,0
E00131315,0,social_engineering_or_malicious_approval,train,0.9119997,1
E00121536,0,legitimate_travel_or_device_change_login,train,0.0019112309,0
E00073191,1,remote_control_or_device_compromise_access,train,0.9965173,1
E00083984,0,legitimate_travel_or_device_change_login,train,0.004139036,0
E00073885,0,normal_returning_login_and_normal_usage,train,0.084102996,0
E00004335,0,normal_returning_login_and_normal_usage,train,0.06685936,0
E00060747,0,normal_returning_login_and_normal_usage,train,0.07422485,0
E00024152,0,normal_returning_login_and_normal_usage,train,0.08352481,0
E00106578,1,social_engineering_or_malicious_approval,train,0.923216,1
E00075916,0,legitimate_travel_or_device_change_login,train,0.0035427979,0
E00141657,0,normal_returning_login_and_normal_usage,train,0.06691805,0
E00078091,0,normal_returning_login_and_normal_usage,train,0.080236875,0
E00022108,0,normal_returning_login_and_normal_usage,train,0.2915586,0
E00142171,0,normal_returning_login_and_normal_usage,train,0.062283892,0
E00056441,0,normal_returning_login_and_normal_usage,train,0.16393608,0
E00056424,0,normal_returning_login_and_normal_usage,train,0.1023753,0
E00136846,0,normal_returning_login_and_normal_usage,train,0.13132812,0
E00087436,0,normal_returning_login_and_normal_usage,train,0.1356754,0
E00071177,0,normal_returning_login_and_normal_usage,train,0.0812015,0
E00009318,1,social_engineering_or_malicious_approval,train,0.94210315,1
E00100336,0,normal_returning_login_and_normal_usage,train,0.13905516,0
E00005523,0,normal_returning_login_and_normal_usage,train,0.119777575,0
E00001906,1,remote_control_or_device_compromise_access,train,0.996992,1
E00072960,0,normal_returning_login_and_normal_usage,train,0.07013051,0
E00091476,0,normal_returning_login_and_normal_usage,train,0.17717317,0
E00067312,0,normal_returning_login_and_normal_usage,train,0.08314882,0
E00086657,0,normal_returning_login_and_normal_usage,train,0.23971994,0
E00065378,1,relinquished_account_access_and_operation,train,0.17846,0
E00103105,0,normal_returning_login_and_normal_usage,train,0.20931226,0
E00063386,0,normal_returning_login_and_normal_usage,train,0.15840325,0
E00086233,0,legitimate_travel_or_device_change_login,train,0.0037972468,0
E00117277,0,legitimate_travel_or_device_change_login,train,0.0028302006,0
E00031215,0,normal_returning_login_and_normal_usage,train,0.057878073,0
E00059596,1,remote_control_or_device_compromise_access,train,0.9958683,1
E00115739,1,relinquished_account_access_and_operation,train,0.22479045,0
E00039070,0,normal_returning_login_and_normal_usage,train,0.06974614,0
E00015931,1,social_engineering_or_malicious_approval,train,0.9379337,1
E00027373,0,normal_returning_login_and_normal_usage,train,0.07040083,0
E00037000,0,normal_returning_login_and_normal_usage,train,0.060357966,0
E00016752,0,normal_returning_login_and_normal_usage,train,0.08048121,0
E00034907,0,normal_returning_login_and_normal_usage,train,0.094199,0
E00119643,0,normal_returning_login_and_normal_usage,train,0.11035069,0
E00151742,0,normal_returning_login_and_normal_usage,train,0.113974474,0
E00074849,1,remote_control_or_device_compromise_access,train,0.9973718,1
E00078869,0,legitimate_first_time_or_infrequent_service_usage,train,0.20576206,0
E00129938,0,normal_returning_login_and_normal_usage,train,0.09437214,0
E00040582,0,normal_returning_login_and_normal_usage,train,0.14303583,0
E00016235,1,social_engineering_or_malicious_approval,train,0.92853314,1
E00036795,0,legitimate_travel_or_device_change_login,train,0.0026908247,0
E00026428,0,normal_returning_login_and_normal_usage,train,0.21765865,0
E00127022,0,legitimate_travel_or_device_change_login,train,0.0054536154,0
E00149929,0,normal_returning_login_and_normal_usage,train,0.09586991,0
E00036521,0,legitimate_first_time_or_infrequent_service_usage,train,0.12986648,0
E00151560,0,normal_returning_login_and_normal_usage,train,0.25015342,0
E00128653,1,relinquished_account_access_and_operation,train,0.21187133,0
E00119428,0,normal_returning_login_and_normal_usage,train,0.08051811,0
E00142999,0,normal_returning_login_and_normal_usage,train,0.092190035,0
E00073179,0,normal_returning_login_and_normal_usage,train,0.11077109,0
E00153017,0,legitimate_travel_or_device_change_login,train,0.00812753,0
E00019003,0,legitimate_travel_or_device_change_login,train,0.003341139,0
E00135481,0,normal_returning_login_and_normal_usage,train,0.11683574,0
E00026164,0,normal_returning_login_and_normal_usage,train,0.09277233,0
E00091864,0,normal_returning_login_and_normal_usage,train,0.056136288,0
E00008146,0,normal_returning_login_and_normal_usage,train,0.08130651,0
E00075390,1,remote_control_or_device_compromise_access,train,0.99553347,1
E00070229,0,normal_returning_login_and_normal_usage,train,0.14035113,0
E00138574,1,social_engineering_or_malicious_approval,train,0.9451633,1
E00002702,0,legitimate_travel_or_device_change_login,train,0.004233577,0
E00012410,0,normal_returning_login_and_normal_usage,train,0.13369054,0
E00104755,0,normal_returning_login_and_normal_usage,train,0.08676743,0
E00133851,0,normal_returning_login_and_normal_usage,train,0.08318049,0
E00147467,0,legitimate_first_time_or_infrequent_service_usage,train,0.09214511,0
E00139555,0,normal_returning_login_and_normal_usage,train,0.18032129,0
E00108825,0,normal_returning_login_and_normal_usage,train,0.103266574,0
E00057055,0,normal_returning_login_and_normal_usage,train,0.079630025,0
E00012881,0,normal_returning_login_and_normal_usage,train,0.116027676,0
E00081416,1,repeated_attempts_before_success,train,0.99905056,1
E00103305,0,normal_returning_login_and_normal_usage,train,0.09874466,0
E00000437,0,normal_returning_login_and_normal_usage,train,0.08512639,0
E00001502,0,normal_returning_login_and_normal_usage,train,0.16936074,0
E00133747,0,normal_returning_login_and_normal_usage,train,0.10168834,0
E00077541,1,remote_control_or_device_compromise_access,train,0.99730504,1
E00034275,0,normal_returning_login_and_normal_usage,train,0.104193255,0
E00051255,0,suspicious_downstream_misuse_after_successful_access,train,0.1169814,0
E00142908,0,normal_returning_login_and_normal_usage,train,0.068002835,0
E00049142,0,normal_returning_login_and_normal_usage,train,0.08121016,0
E00008888,0,normal_returning_login_and_normal_usage,train,0.1454858,0
E00121223,0,legitimate_first_time_or_infrequent_service_usage,train,0.20724009,0
E00080307,0,normal_returning_login_and_normal_usage,train,0.2112937,0
E00068057,1,remote_control_or_device_compromise_access,train,0.9969439,1
E00130704,0,normal_returning_login_and_normal_usage,train,0.0729929,0
E00026653,0,normal_returning_login_and_normal_usage,train,0.1311038,0
E00149269,0,suspicious_downstream_misuse_after_successful_access,train,0.14336956,0
E00139391,0,normal_returning_login_and_normal_usage,train,0.06643508,0
E00065173,0,normal_returning_login_and_normal_usage,train,0.076897144,0
E00100403,0,normal_returning_login_and_normal_usage,train,0.101197176,0
E00055606,0,normal_returning_login_and_normal_usage,train,0.088986225,0
E00007219,0,normal_returning_login_and_normal_usage,train,0.10324079,0
E00056336,0,normal_returning_login_and_normal_usage,train,0.1332389,0
E00141460,0,normal_returning_login_and_normal_usage,train,0.11273944,0
E00143576,0,normal_returning_login_and_normal_usage,train,0.16139276,0
E00033236,0,normal_returning_login_and_normal_usage,train,0.10961383,0
E00044709,0,normal_returning_login_and_normal_usage,train,0.07420162,0
E00144640,0,normal_returning_login_and_normal_usage,train,0.1807716,0
E00067062,0,normal_returning_login_and_normal_usage,train,0.07735173,0
E00124000,0,relinquished_account_access_and_operation,train,0.07212296,0
E00075230,0,normal_returning_login_and_normal_usage,train,0.20075756,0
E00127162,0,normal_returning_login_and_normal_usage,train,0.09150563,0
E00071281,0,legitimate_travel_or_device_change_login,train,0.0048543275,0
E00096724,0,legitimate_travel_or_device_change_login,train,0.0034848694,0
E00104319,0,normal_returning_login_and_normal_usage,train,0.06673251,0
E00032903,0,legitimate_first_time_or_infrequent_service_usage,train,0.06899914,0
E00049842,0,normal_returning_login_and_normal_usage,train,0.14563447,0
E00068328,1,repeated_attempts_before_success,train,0.99886143,1
