session_id,user_id,device_id,service_id,session_start_at,session_end_at,session_status,login_method,authenticated_flag
SE000113,U000015,D000019,S0008,2025-12-09 23:43:00,2025-12-09 23:45:00,completed,app_login,True
SE000114,U000015,D000019,S0004,2025-11-22 12:35:00,2025-11-22 12:45:00,completed,face_verification,True
SE000115,U000015,D000019,S0011,2025-12-18 15:22:00,2025-12-18 15:58:00,completed,app_login,True
SE000116,U000015,D000019,S0003,2025-11-02 21:34:00,2025-11-02 21:35:00,completed,face_verification,True
SE000117,U000015,D000019,S0011,2026-03-23 19:54:00,2026-03-23 20:10:00,completed,qr_login,True
SE000118,U000016,D000021,S0006,2025-10-26 21:50:00,2025-10-26 22:03:00,completed,qr_login,True
SE000119,U000016,D000020,S0001,2026-01-25 08:37:00,2026-01-25 09:11:00,completed,qr_login,True
SE000120,U000016,D000021,S0011,2025-10-28 23:19:00,2025-10-28 23:31:00,completed,qr_login,True
SE000121,U000016,D000021,S0001,2026-01-29 17:57:00,2026-01-29 18:12:00,completed,qr_login,True
SE000122,U000016,D000020,S0010,2026-04-02 12:41:00,2026-04-02 13:06:00,completed,qr_login,True
SE000123,U000016,D000021,S0010,2026-03-25 02:08:00,2026-03-25 02:46:00,completed,qr_login,True
SE000124,U000016,D000021,S0008,2025-10-26 00:01:00,2025-10-26 00:07:00,completed,qr_login,True
SE000125,U000017,D000022,S0005,2026-01-24 06:06:00,2026-01-24 06:21:00,completed,qr_login,True
SE000126,U000017,D000022,S0003,2025-12-25 13:45:00,2025-12-25 14:12:00,completed,face_verification,True
SE000127,U000017,D000022,S0006,2026-01-29 11:25:00,2026-01-29 11:55:00,completed,app_login,True
SE000128,U000017,D000022,S0004,2026-03-30 07:05:00,2026-03-30 07:07:00,completed,qr_login,True
SE000129,U000017,D000022,S0003,2026-03-14 02:53:00,2026-03-14 02:54:00,completed,qr_login,True
SE000130,U000017,D000022,S0004,2026-02-21 07:42:00,2026-02-21 07:57:00,completed,qr_login,True
SE000131,U000018,D000023,S0011,2026-01-18 06:55:00,2026-01-18 07:08:00,completed,qr_login,True
SE000132,U000018,D000023,S0004,2026-04-08 02:02:00,2026-04-08 02:13:00,completed,qr_login,True
SE000133,U000018,D000023,S0010,2026-03-15 21:21:00,2026-03-15 21:53:00,completed,app_login,True
SE000134,U000018,D000023,S0011,2025-11-09 13:06:00,2025-11-09 13:46:00,completed,app_login,True
SE000135,U000019,D000024,S0007,2026-03-17 17:00:00,2026-03-17 17:11:00,completed,app_login,True
SE000136,U000019,D000025,S0006,2025-11-20 03:49:00,2025-11-20 03:53:00,completed,face_verification,True
SE000137,U000019,D000024,S0012,2025-10-24 08:51:00,2025-10-24 09:19:00,completed,app_login,True
SE000138,U000019,D000025,S0002,2026-03-13 20:12:00,2026-03-13 20:55:00,completed,qr_login,True
SE000139,U000019,D000024,S0004,2026-03-21 21:53:00,2026-03-21 22:28:00,completed,app_login,True
SE000140,U000019,D000024,S0007,2026-02-19 07:24:00,2026-02-19 07:31:00,completed,qr_login,True
SE000141,U000019,D000024,S0008,2025-12-27 15:32:00,2025-12-27 15:40:00,completed,qr_login,True
SE000142,U000019,D000025,S0001,2026-03-27 18:46:00,2026-03-27 19:12:00,completed,app_login,True
SE000143,U000019,D000025,S0003,2026-01-06 22:27:00,2026-01-06 22:40:00,completed,qr_login,True
SE000144,U000020,D000026,S0004,2025-10-23 01:41:00,2025-10-23 01:43:00,completed,app_login,True
SE000145,U000020,D000026,S0005,2026-01-24 08:56:00,2026-01-24 09:31:00,completed,qr_login,True
SE000146,U000020,D000026,S0001,2025-12-08 08:25:00,2025-12-08 09:04:00,completed,app_login,True
SE000147,U000020,D000026,S0002,2026-02-05 16:21:00,2026-02-05 16:56:00,completed,qr_login,True
SE000148,U000021,D000027,S0011,2026-03-31 11:48:00,2026-03-31 12:05:00,completed,qr_login,True
SE000149,U000021,D000027,S0001,2025-12-25 16:20:00,2025-12-25 16:40:00,completed,qr_login,True
SE000150,U000021,D000027,S0010,2026-01-23 10:30:00,2026-01-23 10:36:00,completed,qr_login,True
SE000151,U000021,D000027,S0009,2025-12-01 16:58:00,2025-12-01 17:28:00,completed,qr_login,True
SE000152,U000021,D000027,S0008,2025-10-23 15:37:00,2025-10-23 15:50:00,completed,app_login,True
SE000153,U000021,D000027,S0004,2026-02-24 16:53:00,2026-02-24 16:56:00,completed,app_login,True
SE000154,U000021,D000027,S0008,2026-01-15 16:16:00,2026-01-15 16:45:00,completed,qr_login,True
SE000155,U000022,D000028,S0010,2026-01-02 06:57:00,2026-01-02 07:02:00,completed,face_verification,True
SE000156,U000022,D000028,S0005,2025-12-08 20:26:00,2025-12-08 20:54:00,completed,face_verification,True
SE000157,U000022,D000028,S0003,2025-12-27 12:30:00,2025-12-27 12:46:00,completed,app_login,True
SE000158,U000022,D000028,S0009,2026-02-28 20:44:00,2026-02-28 20:52:00,completed,qr_login,True
SE000159,U000022,D000028,S0001,2025-12-04 07:32:00,2025-12-04 07:35:00,completed,qr_login,True
SE000160,U000022,D000028,S0006,2026-04-03 08:52:00,2026-04-03 09:37:00,completed,app_login,True
SE000161,U000022,D000028,S0009,2026-01-21 05:12:00,2026-01-21 05:53:00,completed,app_login,True
SE000162,U000022,D000028,S0011,2026-01-22 12:46:00,2026-01-22 13:29:00,completed,qr_login,True
SE000163,U000022,D000028,S0005,2025-10-13 08:20:00,2025-10-13 08:32:00,completed,qr_login,True
SE000164,U000022,D000028,S0012,2025-11-07 06:03:00,2025-11-07 06:04:00,completed,qr_login,True
SE000165,U000022,D000028,S0009,2025-12-17 06:18:00,2025-12-17 06:35:00,completed,qr_login,True
SE000166,U000023,D000030,S0012,2026-01-23 04:50:00,2026-01-23 05:33:00,completed,qr_login,True
SE000167,U000023,D000029,S0003,2026-03-24 03:30:00,2026-03-24 04:01:00,completed,qr_login,True
SE000168,U000023,D000029,S0010,2026-02-19 07:19:00,2026-02-19 07:49:00,completed,app_login,True
SE000169,U000023,D000030,S0002,2025-12-28 22:24:00,2025-12-28 23:06:00,completed,face_verification,True
SE000170,U000023,D000029,S0012,2026-01-15 13:56:00,2026-01-15 14:34:00,completed,face_verification,True
SE000171,U000023,D000029,S0011,2025-11-20 01:10:00,2025-11-20 01:54:00,completed,qr_login,True
SE000172,U000023,D000030,S0011,2025-12-26 13:03:00,2025-12-26 13:43:00,completed,app_login,True
SE000173,U000023,D000029,S0010,2025-12-26 09:39:00,2025-12-26 09:42:00,completed,app_login,True
SE000174,U000024,D000031,S0009,2026-03-19 00:51:00,2026-03-19 01:32:00,completed,qr_login,True
SE000175,U000024,D000031,S0008,2025-10-25 08:30:00,2025-10-25 08:39:00,completed,qr_login,True
SE000176,U000024,D000031,S0007,2026-01-28 13:22:00,2026-01-28 13:50:00,completed,app_login,True
SE000177,U000024,D000031,S0007,2026-01-25 11:19:00,2026-01-25 11:58:00,completed,qr_login,True
SE000178,U000024,D000031,S0008,2025-12-29 06:10:00,2025-12-29 06:38:00,failed,qr_login,False
SE000179,U000024,D000031,S0002,2025-11-14 09:40:00,2025-11-14 10:22:00,completed,face_verification,True
SE000180,U000024,D000031,S0008,2026-01-02 00:13:00,2026-01-02 00:23:00,completed,app_login,True
SE000181,U000024,D000031,S0002,2026-01-31 11:56:00,2026-01-31 12:22:00,completed,qr_login,True
SE000182,U000025,D000033,S0006,2025-12-08 01:33:00,2025-12-08 02:10:00,completed,qr_login,True
SE000183,U000025,D000034,S0006,2026-03-13 14:16:00,2026-03-13 14:31:00,completed,qr_login,True
SE000184,U000025,D000032,S0008,2025-11-18 12:51:00,2025-11-18 13:14:00,completed,qr_login,True
SE000185,U000025,D000033,S0004,2026-02-18 10:49:00,2026-02-18 11:22:00,completed,app_login,True
SE000186,U000025,D000032,S0003,2026-01-02 11:48:00,2026-01-02 12:12:00,completed,app_login,True
SE000187,U000025,D000032,S0010,2025-10-30 17:36:00,2025-10-30 17:57:00,completed,app_login,True
SE000188,U000025,D000034,S0006,2025-11-02 14:19:00,2025-11-02 14:34:00,completed,app_login,True
SE000189,U000025,D000033,S0004,2025-11-27 21:08:00,2025-11-27 21:20:00,completed,qr_login,True
SE000190,U000025,D000032,S0001,2025-12-03 07:00:00,2025-12-03 07:27:00,completed,face_verification,True
SE000191,U000025,D000032,S0001,2026-02-17 21:25:00,2026-02-17 22:08:00,completed,app_login,True
SE000192,U000025,D000033,S0007,2025-12-02 06:47:00,2025-12-02 06:56:00,completed,app_login,True
SE000193,U000026,D000035,S0007,2026-01-20 13:44:00,2026-01-20 13:47:00,completed,qr_login,True
SE000194,U000026,D000035,S0005,2026-01-08 12:12:00,2026-01-08 12:30:00,completed,face_verification,True
SE000195,U000026,D000035,S0012,2026-02-08 06:23:00,2026-02-08 06:58:00,completed,app_login,True
SE000196,U000026,D000035,S0007,2026-03-12 04:33:00,2026-03-12 04:46:00,completed,qr_login,True
SE000197,U000026,D000035,S0007,2026-03-23 10:41:00,2026-03-23 10:43:00,completed,face_verification,True
SE000198,U000026,D000035,S0002,2026-01-13 15:38:00,2026-01-13 15:53:00,completed,app_login,True
SE000199,U000026,D000035,S0002,2025-11-30 21:58:00,2025-11-30 22:26:00,completed,app_login,True
SE000200,U000026,D000035,S0005,2026-01-17 17:05:00,2026-01-17 17:09:00,completed,qr_login,True
SE000201,U000026,D000035,S0002,2025-12-21 14:36:00,2025-12-21 14:40:00,completed,qr_login,True
SE000202,U000026,D000035,S0004,2025-12-11 03:15:00,2025-12-11 03:28:00,completed,qr_login,True
SE000203,U000026,D000035,S0005,2026-01-14 03:46:00,2026-01-14 04:28:00,completed,qr_login,True
SE000204,U000027,D000037,S0007,2025-12-28 20:17:00,2025-12-28 20:18:00,completed,qr_login,True
SE000205,U000027,D000037,S0002,2025-11-19 19:07:00,2025-11-19 19:33:00,completed,qr_login,True
SE000206,U000027,D000036,S0011,2025-12-22 23:28:00,2025-12-23 00:01:00,failed,qr_login,False
SE000207,U000027,D000036,S0006,2026-03-07 14:46:00,2026-03-07 14:58:00,completed,qr_login,True
SE000208,U000027,D000036,S0011,2026-02-25 06:33:00,2026-02-25 07:06:00,completed,app_login,True
SE000209,U000027,D000037,S0010,2025-11-26 18:21:00,2025-11-26 18:49:00,completed,qr_login,True
SE000210,U000027,D000036,S0011,2026-02-27 05:20:00,2026-02-27 05:29:00,completed,qr_login,True
SE000211,U000027,D000036,S0003,2025-12-17 04:23:00,2025-12-17 04:48:00,completed,app_login,True
SE000212,U000027,D000036,S0004,2026-01-17 04:51:00,2026-01-17 05:06:00,completed,app_login,True
SE000213,U000027,D000036,S0009,2025-10-23 18:28:00,2025-10-23 18:47:00,completed,app_login,True
SE000214,U000028,D000038,S0001,2026-02-10 06:25:00,2026-02-10 07:05:00,completed,app_login,True
SE000215,U000028,D000038,S0003,2025-10-17 02:53:00,2025-10-17 03:03:00,completed,qr_login,True
SE000216,U000028,D000038,S0003,2025-12-03 17:11:00,2025-12-03 17:36:00,completed,app_login,True
SE000217,U000028,D000038,S0012,2026-01-06 19:09:00,2026-01-06 19:16:00,completed,qr_login,True
SE000218,U000028,D000038,S0004,2025-10-15 22:44:00,2025-10-15 23:06:00,completed,qr_login,True
SE000219,U000028,D000038,S0004,2026-04-01 15:34:00,2026-04-01 15:45:00,completed,qr_login,True
SE000220,U000028,D000038,S0009,2026-01-28 12:12:00,2026-01-28 12:18:00,completed,app_login,True
SE000221,U000029,D000039,S0001,2026-01-24 15:05:00,2026-01-24 15:27:00,completed,app_login,True
SE000222,U000029,D000039,S0002,2026-02-07 10:13:00,2026-02-07 10:47:00,completed,app_login,True
SE000223,U000029,D000039,S0006,2026-01-12 15:54:00,2026-01-12 16:23:00,completed,app_login,True
SE000224,U000029,D000039,S0001,2026-01-03 06:07:00,2026-01-03 06:09:00,completed,qr_login,True
SE000225,U000029,D000039,S0001,2026-04-01 16:40:00,2026-04-01 17:15:00,completed,qr_login,True
SE000226,U000029,D000039,S0011,2026-01-09 21:53:00,2026-01-09 22:11:00,completed,face_verification,True
SE000227,U000029,D000039,S0012,2025-10-31 17:43:00,2025-10-31 18:21:00,completed,app_login,True
SE000228,U000029,D000039,S0001,2026-02-09 16:34:00,2026-02-09 17:15:00,completed,qr_login,True
SE000229,U000029,D000039,S0012,2026-02-01 13:55:00,2026-02-01 14:37:00,completed,app_login,True
SE000230,U000029,D000039,S0001,2025-11-14 21:44:00,2025-11-14 22:01:00,completed,face_verification,True
SE000231,U000029,D000039,S0005,2026-01-21 08:10:00,2026-01-21 08:37:00,completed,app_login,True
SE000232,U000029,D000039,S0012,2026-03-27 16:44:00,2026-03-27 17:29:00,completed,qr_login,True
SE000233,U000030,D000040,S0008,2025-10-29 03:48:00,2025-10-29 04:26:00,completed,qr_login,True
SE000234,U000030,D000040,S0012,2025-10-16 00:40:00,2025-10-16 01:10:00,completed,app_login,True
SE000235,U000030,D000040,S0001,2025-12-09 04:39:00,2025-12-09 05:11:00,completed,app_login,True
SE000236,U000030,D000040,S0012,2025-11-20 22:26:00,2025-11-20 23:04:00,completed,qr_login,True
SE000237,U000030,D000041,S0010,2025-12-21 02:11:00,2025-12-21 02:26:00,completed,app_login,True
SE000238,U000030,D000040,S0002,2026-01-31 04:14:00,2026-01-31 04:45:00,completed,qr_login,True
SE000239,U000030,D000040,S0007,2025-12-18 06:57:00,2025-12-18 07:06:00,completed,qr_login,True
SE000240,U000030,D000041,S0003,2025-10-19 03:51:00,2025-10-19 04:22:00,completed,app_login,True
SE000241,U000030,D000040,S0002,2026-01-19 11:36:00,2026-01-19 11:52:00,completed,qr_login,True
SE000242,U000030,D000041,S0008,2026-01-08 04:30:00,2026-01-08 04:47:00,completed,app_login,True
SE000243,U000030,D000040,S0002,2026-03-11 05:41:00,2026-03-11 06:17:00,completed,qr_login,True
SE000244,U000031,D000042,S0010,2026-03-19 03:05:00,2026-03-19 03:32:00,completed,qr_login,True
SE000245,U000031,D000042,S0011,2025-11-22 14:17:00,2025-11-22 14:42:00,completed,qr_login,True
SE000246,U000031,D000042,S0005,2026-03-15 03:48:00,2026-03-15 04:02:00,completed,qr_login,True
SE000247,U000031,D000042,S0002,2026-02-04 04:51:00,2026-02-04 05:15:00,completed,qr_login,True
SE000248,U000031,D000042,S0005,2026-01-15 01:46:00,2026-01-15 02:24:00,completed,qr_login,True
SE000249,U000031,D000042,S0010,2025-11-25 23:04:00,2025-11-25 23:42:00,completed,app_login,True
SE000250,U000031,D000042,S0010,2025-11-20 04:38:00,2025-11-20 05:17:00,completed,qr_login,True
SE000251,U000031,D000042,S0008,2026-02-02 22:39:00,2026-02-02 23:06:00,completed,qr_login,True
SE000252,U000031,D000042,S0006,2025-10-16 10:36:00,2025-10-16 10:48:00,completed,qr_login,True
SE000253,U000031,D000042,S0001,2026-01-12 19:58:00,2026-01-12 20:38:00,completed,app_login,True
SE000254,U000031,D000042,S0010,2026-01-01 00:41:00,2026-01-01 00:54:00,completed,qr_login,True
SE000255,U000032,D000043,S0012,2026-01-11 12:46:00,2026-01-11 12:53:00,completed,qr_login,True
SE000256,U000032,D000043,S0007,2026-04-01 05:07:00,2026-04-01 05:26:00,completed,qr_login,True
SE000257,U000032,D000043,S0011,2025-12-17 02:26:00,2025-12-17 03:07:00,completed,app_login,True
SE000258,U000032,D000043,S0010,2026-02-03 09:35:00,2026-02-03 09:40:00,completed,face_verification,True
SE000259,U000032,D000043,S0003,2025-10-12 12:41:00,2025-10-12 12:50:00,completed,app_login,True
SE000260,U000032,D000043,S0008,2026-01-07 10:39:00,2026-01-07 10:50:00,completed,face_verification,True
SE000261,U000032,D000043,S0010,2025-12-07 00:43:00,2025-12-07 01:10:00,completed,app_login,True
SE000262,U000032,D000043,S0004,2025-12-16 21:33:00,2025-12-16 21:45:00,completed,qr_login,True
SE000263,U000032,D000043,S0003,2025-11-17 11:50:00,2025-11-17 12:19:00,completed,app_login,True
SE000264,U000032,D000043,S0001,2026-01-18 00:22:00,2026-01-18 00:39:00,abandoned,qr_login,False
