user_id,user_created_at,account_status,account_age_days,age_band,primary_region,baseline_login_frequency_band,baseline_travel_profile
U000072,2018-04-29 21:07:00,active,2903,65_plus,SG_EAST,medium,occasional_travel
U000073,2025-06-28 13:20:00,active,286,65_plus,SG_WEST,high,local_only
U000074,2018-03-16 01:45:00,active,2948,50_64,SG_WEST,medium,frequent_travel
U000075,2022-12-16 17:05:00,active,1211,50_64,SG_NORTH,high,frequent_travel
U000076,2024-04-28 15:00:00,active,712,50_64,SG_NORTHEAST,low,occasional_travel
U000077,2023-01-22 04:50:00,active,1175,65_plus,SG_NORTHEAST,high,occasional_travel
U000078,2021-01-22 20:56:00,active,1904,25_34,SG_NORTHEAST,medium,frequent_travel
U000079,2024-05-15 13:31:00,active,695,65_plus,SG_NORTHEAST,medium,local_only
U000080,2017-02-05 03:59:00,active,3352,25_34,SG_EAST,low,local_only
U000081,2025-10-04 03:39:00,inactive,189,65_plus,SG_CENTRAL,medium,occasional_travel
U000082,2016-05-03 14:31:00,active,3629,50_64,SG_NORTH,medium,local_only
U000083,2024-08-14 13:37:00,active,604,18_24,SG_NORTH,low,local_only
U000084,2017-04-04 12:15:00,active,3293,18_24,SG_NORTHEAST,low,local_only
U000085,2021-02-27 07:27:00,active,1869,65_plus,SG_NORTHEAST,high,occasional_travel
U000086,2017-10-21 20:54:00,active,3093,65_plus,SG_NORTH,high,occasional_travel
U000087,2024-06-28 19:48:00,active,651,25_34,SG_WEST,high,occasional_travel
U000088,2019-04-01 03:51:00,active,2567,18_24,SG_WEST,low,occasional_travel
U000089,2022-07-06 01:06:00,active,1375,18_24,SG_EAST,low,local_only
U000090,2021-12-24 12:19:00,active,1568,25_34,SG_CENTRAL,medium,occasional_travel
U000091,2022-07-25 17:29:00,active,1355,18_24,SG_EAST,medium,occasional_travel
U000092,2017-08-22 16:04:00,locked,3153,18_24,SG_NORTHEAST,medium,occasional_travel
U000093,2026-03-18 00:00:00,active,24,50_64,SG_NORTH,high,frequent_travel
U000094,2018-01-13 17:22:00,active,3009,25_34,SG_NORTH,low,occasional_travel
U000095,2021-05-21 19:26:00,active,1785,35_49,SG_NORTH,high,local_only
U000096,2016-11-06 20:03:00,active,3442,65_plus,SG_NORTHEAST,low,occasional_travel
U000097,2019-08-21 16:45:00,active,2424,18_24,SG_NORTH,low,occasional_travel
U000098,2024-03-28 10:18:00,active,744,35_49,SG_EAST,medium,occasional_travel
U000099,2022-06-28 23:04:00,active,1382,50_64,SG_WEST,low,occasional_travel
U000100,2026-01-21 17:36:00,active,79,35_49,SG_EAST,high,local_only
U000101,2017-07-07 13:46:00,active,3199,18_24,SG_EAST,low,local_only
U000102,2019-04-24 06:48:00,active,2544,50_64,SG_CENTRAL,high,local_only
U000103,2021-01-22 12:08:00,active,1904,35_49,SG_EAST,high,frequent_travel
U000104,2017-11-21 08:06:00,active,3063,25_34,SG_WEST,low,frequent_travel
U000105,2025-12-27 01:22:00,active,105,50_64,SG_NORTH,high,local_only
U000106,2025-06-03 15:48:00,active,311,25_34,SG_CENTRAL,high,occasional_travel
U000107,2016-09-27 12:39:00,active,3482,18_24,SG_NORTHEAST,low,occasional_travel
U000108,2020-04-19 21:23:00,active,2182,18_24,SG_NORTHEAST,high,occasional_travel
U000109,2026-02-18 21:40:00,active,51,18_24,SG_NORTH,medium,frequent_travel
U000110,2016-12-24 20:19:00,active,3394,50_64,SG_EAST,high,frequent_travel
U000111,2018-12-25 02:47:00,active,2664,65_plus,SG_NORTH,medium,occasional_travel
U000112,2017-01-05 15:47:00,active,3382,25_34,SG_CENTRAL,medium,occasional_travel
U000113,2023-07-17 20:09:00,active,998,50_64,SG_WEST,low,occasional_travel
U000114,2016-09-25 00:55:00,active,3485,25_34,SG_WEST,medium,occasional_travel
U000115,2023-02-20 15:40:00,active,1145,35_49,SG_NORTHEAST,low,frequent_travel
U000116,2024-02-19 09:05:00,active,782,50_64,SG_NORTH,high,local_only
U000117,2018-07-13 19:45:00,active,2828,50_64,SG_NORTH,low,local_only
U000118,2022-12-23 04:27:00,active,1205,25_34,SG_WEST,high,frequent_travel
U000119,2022-02-19 19:51:00,active,1511,35_49,SG_NORTH,high,frequent_travel
U000120,2022-07-27 00:00:00,active,1354,35_49,SG_WEST,medium,local_only
U000121,2024-12-03 05:26:00,active,494,65_plus,SG_EAST,low,local_only
U000122,2017-12-28 19:29:00,active,3025,65_plus,SG_NORTHEAST,high,occasional_travel
U000123,2025-02-24 05:23:00,active,411,35_49,SG_EAST,medium,local_only
U000124,2018-05-02 17:47:00,active,2900,18_24,SG_CENTRAL,high,occasional_travel
U000125,2018-06-16 07:42:00,active,2856,50_64,SG_CENTRAL,low,frequent_travel
U000126,2023-02-01 19:59:00,active,1164,35_49,SG_EAST,low,occasional_travel
U000127,2016-08-11 19:42:00,active,3529,18_24,SG_NORTH,medium,local_only
U000128,2019-10-21 14:31:00,active,2363,25_34,SG_EAST,high,occasional_travel
U000129,2025-04-28 03:32:00,active,348,50_64,SG_NORTHEAST,high,frequent_travel
U000130,2023-09-29 18:10:00,active,924,50_64,SG_WEST,high,occasional_travel
U000131,2022-11-07 16:36:00,active,1250,65_plus,SG_CENTRAL,low,frequent_travel
U000132,2023-11-29 02:59:00,active,864,25_34,SG_EAST,low,frequent_travel
U000133,2025-06-08 06:40:00,active,307,50_64,SG_NORTHEAST,medium,occasional_travel
U000134,2025-11-29 04:06:00,active,133,35_49,SG_NORTH,low,frequent_travel
U000135,2023-08-29 02:59:00,active,956,65_plus,SG_EAST,medium,local_only
U000136,2020-03-03 04:20:00,active,2230,35_49,SG_EAST,low,local_only
U000137,2024-06-01 01:31:00,active,679,65_plus,SG_WEST,medium,local_only
U000138,2021-01-07 12:30:00,active,1919,50_64,SG_WEST,high,frequent_travel
U000139,2020-09-26 21:04:00,active,2022,18_24,SG_NORTH,high,occasional_travel
U000140,2019-07-05 03:28:00,active,2472,25_34,SG_NORTHEAST,high,local_only
U000141,2017-09-12 13:04:00,active,3132,65_plus,SG_CENTRAL,low,occasional_travel
U000142,2020-06-15 13:46:00,active,2125,35_49,SG_EAST,high,occasional_travel
U000143,2019-02-26 19:13:00,suspended,2600,50_64,SG_WEST,medium,occasional_travel
U000144,2022-09-03 13:08:00,active,1315,25_34,SG_WEST,medium,frequent_travel
U000145,2020-09-20 02:10:00,active,2029,50_64,SG_NORTHEAST,low,occasional_travel
U000146,2025-04-16 01:16:00,active,360,18_24,SG_NORTH,high,local_only
U000147,2018-11-25 17:29:00,active,2693,18_24,SG_EAST,high,occasional_travel
U000148,2019-04-17 19:00:00,active,2550,18_24,SG_EAST,medium,frequent_travel
U000149,2024-10-22 02:11:00,active,536,50_64,SG_CENTRAL,low,frequent_travel
U000150,2019-06-14 03:50:00,active,2493,35_49,SG_NORTHEAST,low,frequent_travel
U000151,2021-09-13 08:50:00,active,1671,18_24,SG_NORTH,low,frequent_travel
U000152,2016-12-11 06:45:00,active,3408,35_49,SG_NORTHEAST,high,occasional_travel
U000153,2021-08-13 19:32:00,inactive,1701,25_34,SG_NORTH,high,local_only
U000154,2021-12-22 05:30:00,active,1571,65_plus,SG_EAST,low,occasional_travel
U000155,2017-08-11 21:51:00,active,3164,65_plus,SG_WEST,low,occasional_travel
U000156,2018-02-19 01:49:00,active,2973,65_plus,SG_NORTH,low,occasional_travel
U000157,2020-03-26 19:29:00,active,2206,65_plus,SG_NORTHEAST,medium,occasional_travel
U000158,2022-09-01 05:34:00,inactive,1318,25_34,SG_NORTHEAST,medium,local_only
U000159,2016-09-03 21:59:00,active,3506,50_64,SG_NORTH,medium,frequent_travel
U000160,2017-05-22 13:45:00,inactive,3245,50_64,SG_CENTRAL,low,frequent_travel
U000161,2019-08-29 00:41:00,active,2417,50_64,SG_CENTRAL,high,occasional_travel
U000162,2026-02-08 07:05:00,active,62,25_34,SG_CENTRAL,medium,occasional_travel
U000163,2022-06-24 14:44:00,active,1386,18_24,SG_WEST,high,frequent_travel
U000164,2022-01-06 01:12:00,active,1556,50_64,SG_NORTHEAST,low,frequent_travel
U000165,2025-07-05 04:00:00,active,280,35_49,SG_EAST,high,local_only
U000166,2021-05-30 08:39:00,active,1777,18_24,SG_NORTH,low,frequent_travel
U000167,2022-12-02 11:01:00,active,1226,18_24,SG_WEST,medium,occasional_travel
U000168,2021-06-12 07:02:00,active,1764,50_64,SG_NORTHEAST,high,local_only
U000169,2024-05-15 06:02:00,active,696,50_64,SG_NORTHEAST,high,local_only
U000170,2020-09-10 16:06:00,active,2038,50_64,SG_WEST,medium,occasional_travel
U000171,2018-10-19 11:41:00,active,2731,50_64,SG_WEST,high,frequent_travel
U000172,2024-07-03 09:29:00,active,647,35_49,SG_NORTHEAST,medium,frequent_travel
U000173,2021-07-08 12:27:00,active,1737,35_49,SG_EAST,medium,occasional_travel
U000174,2025-01-30 03:55:00,active,436,35_49,SG_NORTHEAST,medium,frequent_travel
U000175,2022-12-19 11:16:00,inactive,1209,50_64,SG_WEST,low,frequent_travel
U000176,2016-07-28 12:36:00,active,3543,18_24,SG_NORTHEAST,high,occasional_travel
U000177,2016-12-08 02:14:00,active,3411,25_34,SG_NORTHEAST,medium,local_only
U000178,2019-02-20 05:31:00,active,2607,25_34,SG_CENTRAL,high,frequent_travel
U000179,2025-11-01 01:28:00,active,161,18_24,SG_NORTHEAST,medium,frequent_travel
U000180,2024-10-20 08:56:00,active,538,35_49,SG_NORTH,low,local_only
U000181,2024-10-16 17:36:00,active,541,35_49,SG_NORTHEAST,high,occasional_travel
U000182,2016-12-18 06:24:00,active,3401,50_64,SG_WEST,high,occasional_travel
U000183,2017-04-04 08:05:00,active,3294,18_24,SG_EAST,low,frequent_travel
U000184,2018-02-25 12:59:00,inactive,2966,65_plus,SG_WEST,low,occasional_travel
U000185,2026-02-13 02:59:00,active,57,50_64,SG_WEST,high,frequent_travel
U000186,2018-09-27 03:04:00,active,2753,35_49,SG_CENTRAL,high,local_only
U000187,2020-12-27 11:09:00,active,1931,65_plus,SG_WEST,high,local_only
U000188,2019-01-06 09:51:00,active,2652,50_64,SG_WEST,high,occasional_travel
U000189,2024-12-20 07:14:00,active,477,18_24,SG_WEST,medium,local_only
U000190,2025-03-09 04:00:00,active,398,25_34,SG_NORTH,medium,occasional_travel
U000191,2018-10-03 12:14:00,locked,2746,50_64,SG_NORTHEAST,high,frequent_travel
U000192,2024-07-17 21:51:00,active,632,50_64,SG_NORTHEAST,medium,occasional_travel
U000193,2025-11-27 12:27:00,active,134,50_64,SG_NORTH,low,occasional_travel
U000194,2025-02-28 12:36:00,active,406,35_49,SG_CENTRAL,medium,occasional_travel
U000195,2024-02-24 07:50:00,locked,777,50_64,SG_CENTRAL,high,local_only
U000196,2019-01-29 14:11:00,active,2628,18_24,SG_CENTRAL,medium,local_only
U000197,2024-11-11 16:44:00,active,515,65_plus,SG_EAST,high,local_only
U000198,2017-02-27 04:03:00,active,3330,25_34,SG_NORTHEAST,low,occasional_travel
U000199,2016-08-25 07:04:00,inactive,3516,65_plus,SG_WEST,low,local_only
U000200,2018-11-12 11:08:00,active,2707,35_49,SG_EAST,high,occasional_travel
U000201,2026-02-06 06:04:00,active,64,25_34,SG_NORTH,high,local_only
U000202,2017-11-30 09:50:00,active,3054,35_49,SG_NORTHEAST,high,local_only
U000203,2021-03-16 18:49:00,active,1851,65_plus,SG_CENTRAL,high,frequent_travel
U000204,2020-06-06 01:43:00,active,2135,18_24,SG_CENTRAL,medium,occasional_travel
U000205,2021-06-29 12:35:00,active,1746,50_64,SG_CENTRAL,low,occasional_travel
U000206,2019-06-16 06:57:00,active,2491,35_49,SG_NORTHEAST,high,frequent_travel
U000207,2020-02-16 00:55:00,active,2246,65_plus,SG_NORTHEAST,medium,occasional_travel
U000208,2020-08-09 15:21:00,active,2070,18_24,SG_NORTHEAST,high,local_only
U000209,2021-06-14 20:36:00,active,1761,50_64,SG_WEST,medium,occasional_travel
U000210,2021-08-12 08:46:00,active,1703,35_49,SG_WEST,medium,local_only
U000211,2018-07-28 19:49:00,active,2813,18_24,SG_CENTRAL,medium,local_only
U000212,2017-12-04 23:17:00,active,3049,65_plus,SG_CENTRAL,high,frequent_travel
U000213,2019-12-24 00:45:00,active,2300,50_64,SG_WEST,high,occasional_travel
U000214,2016-07-17 10:15:00,suspended,3555,65_plus,SG_WEST,medium,local_only
U000215,2019-10-17 18:41:00,active,2367,50_64,SG_EAST,low,occasional_travel
U000216,2016-10-17 17:01:00,active,3462,35_49,SG_NORTHEAST,low,occasional_travel
U000217,2016-10-18 16:52:00,inactive,3461,65_plus,SG_NORTHEAST,high,frequent_travel
U000218,2020-01-13 11:07:00,active,2280,35_49,SG_CENTRAL,low,occasional_travel
U000219,2018-05-25 01:28:00,active,2878,35_49,SG_CENTRAL,low,local_only
U000220,2019-12-04 13:34:00,active,2319,25_34,SG_CENTRAL,low,frequent_travel
U000221,2020-04-30 04:40:00,active,2172,50_64,SG_WEST,low,occasional_travel
U000222,2022-10-13 00:56:00,active,1276,65_plus,SG_NORTHEAST,low,local_only
U000223,2024-07-13 06:38:00,active,637,18_24,SG_CENTRAL,medium,occasional_travel
U000224,2018-11-07 21:32:00,active,2711,50_64,SG_NORTH,medium,local_only
U000225,2017-10-22 18:31:00,active,3092,50_64,SG_CENTRAL,medium,frequent_travel
U000226,2018-08-31 15:46:00,active,2779,35_49,SG_CENTRAL,low,occasional_travel
U000227,2019-07-23 10:08:00,active,2454,35_49,SG_EAST,low,occasional_travel
U000228,2023-01-12 00:49:00,active,1185,50_64,SG_NORTH,low,local_only
U000229,2022-01-04 17:50:00,active,1557,65_plus,SG_NORTHEAST,high,occasional_travel
U000230,2025-06-19 22:27:00,active,295,18_24,SG_NORTH,low,occasional_travel
U000231,2025-05-28 01:19:00,active,318,65_plus,SG_NORTH,high,frequent_travel
U000232,2021-08-05 02:08:00,active,1710,18_24,SG_WEST,low,frequent_travel
U000233,2021-02-11 12:28:00,active,1884,18_24,SG_NORTH,low,local_only
U000234,2021-05-22 15:54:00,active,1784,18_24,SG_NORTH,medium,frequent_travel
U000235,2022-06-21 04:27:00,active,1390,25_34,SG_CENTRAL,high,frequent_travel
U000236,2024-12-29 17:54:00,active,467,35_49,SG_WEST,high,frequent_travel
U000237,2017-02-19 06:58:00,active,3338,25_34,SG_WEST,low,local_only
U000238,2019-07-10 06:47:00,active,2467,18_24,SG_EAST,high,occasional_travel
U000239,2021-01-26 16:46:00,active,1900,50_64,SG_NORTHEAST,high,frequent_travel
U000240,2019-04-10 00:59:00,active,2558,35_49,SG_EAST,medium,local_only
U000241,2021-01-06 20:55:00,active,1920,35_49,SG_NORTHEAST,low,occasional_travel
U000242,2020-08-02 09:29:00,active,2078,50_64,SG_CENTRAL,low,occasional_travel
U000243,2016-12-13 02:13:00,active,3406,18_24,SG_NORTHEAST,high,frequent_travel
U000244,2021-12-18 20:13:00,active,1574,18_24,SG_NORTH,high,frequent_travel
U000245,2024-03-01 01:02:00,active,771,65_plus,SG_EAST,low,occasional_travel
U000246,2025-02-12 00:17:00,inactive,423,18_24,SG_NORTHEAST,high,local_only
U000247,2025-11-02 03:33:00,active,160,50_64,SG_NORTHEAST,high,frequent_travel
U000248,2024-06-29 23:35:00,active,650,35_49,SG_NORTH,medium,occasional_travel
U000249,2018-08-30 15:36:00,active,2780,35_49,SG_CENTRAL,medium,local_only
U000250,2020-01-07 12:51:00,active,2285,35_49,SG_NORTHEAST,low,occasional_travel
U000251,2025-05-12 16:07:00,active,333,35_49,SG_WEST,high,frequent_travel
U000252,2018-11-06 22:38:00,active,2712,18_24,SG_WEST,high,occasional_travel
U000253,2019-01-23 00:48:00,active,2635,65_plus,SG_CENTRAL,high,frequent_travel
U000254,2021-07-11 18:39:00,active,1734,35_49,SG_WEST,low,local_only
U000255,2022-06-11 19:25:00,active,1399,25_34,SG_EAST,low,occasional_travel
U000256,2016-10-22 08:33:00,active,3458,65_plus,SG_NORTHEAST,low,frequent_travel
U000257,2022-07-01 14:55:00,active,1379,50_64,SG_EAST,low,local_only
U000258,2016-12-13 12:22:00,active,3405,25_34,SG_NORTH,low,occasional_travel
U000259,2022-03-10 12:55:00,active,1492,50_64,SG_NORTHEAST,medium,frequent_travel
U000260,2017-06-26 20:41:00,active,3210,25_34,SG_WEST,medium,local_only
U000261,2022-02-24 12:51:00,locked,1506,50_64,SG_NORTH,medium,occasional_travel
U000262,2020-08-20 18:00:00,active,2059,25_34,SG_EAST,high,local_only
U000263,2016-06-27 03:28:00,active,3575,50_64,SG_WEST,high,local_only
U000264,2018-04-19 18:24:00,active,2913,35_49,SG_CENTRAL,low,occasional_travel
U000265,2021-03-27 18:29:00,active,1840,50_64,SG_CENTRAL,low,occasional_travel
U000266,2016-05-10 00:05:00,active,3623,50_64,SG_CENTRAL,medium,frequent_travel
U000267,2022-01-31 03:58:00,active,1531,18_24,SG_WEST,low,local_only
U000268,2022-09-14 08:38:00,active,1305,35_49,SG_EAST,low,local_only
U000269,2023-01-21 19:53:00,active,1175,25_34,SG_NORTH,medium,frequent_travel
U000270,2026-03-21 09:18:00,active,21,25_34,SG_EAST,high,frequent_travel
U000271,2019-06-13 18:00:00,active,2493,35_49,SG_EAST,medium,local_only
U000272,2025-09-28 03:52:00,active,195,65_plus,SG_NORTH,low,local_only
U000273,2016-11-21 18:57:00,active,3427,18_24,SG_NORTHEAST,high,local_only
U000274,2018-03-21 07:06:00,active,2943,18_24,SG_NORTHEAST,medium,local_only
U000275,2019-11-16 21:47:00,active,2337,18_24,SG_NORTHEAST,medium,local_only
U000276,2020-05-17 17:26:00,active,2154,65_plus,SG_NORTHEAST,low,occasional_travel
U000277,2016-06-24 19:58:00,active,3577,50_64,SG_WEST,medium,frequent_travel
U000278,2026-02-03 23:49:00,active,66,35_49,SG_EAST,high,frequent_travel
U000279,2019-03-26 08:28:00,active,2573,35_49,SG_EAST,low,occasional_travel
U000280,2020-02-26 00:27:00,active,2236,25_34,SG_NORTH,high,occasional_travel
U000281,2019-03-12 05:47:00,active,2587,18_24,SG_NORTH,low,occasional_travel
U000282,2024-01-07 10:31:00,active,825,18_24,SG_WEST,medium,frequent_travel
U000283,2021-10-22 17:28:00,active,1631,18_24,SG_EAST,medium,occasional_travel
U000284,2016-08-10 10:23:00,active,3531,35_49,SG_WEST,low,occasional_travel
U000285,2021-05-17 22:21:00,active,1789,50_64,SG_WEST,low,occasional_travel
U000286,2018-07-07 19:02:00,active,2834,65_plus,SG_WEST,low,frequent_travel
U000287,2021-07-08 09:19:00,active,1738,25_34,SG_NORTHEAST,medium,occasional_travel
U000288,2025-02-15 09:17:00,active,420,35_49,SG_WEST,medium,frequent_travel
U000289,2018-03-24 21:28:00,active,2939,50_64,SG_WEST,medium,local_only
U000290,2018-02-14 23:58:00,active,2977,50_64,SG_WEST,high,local_only
U000291,2025-06-07 13:06:00,active,307,35_49,SG_NORTHEAST,high,frequent_travel
U000292,2024-06-25 10:57:00,active,655,65_plus,SG_NORTH,low,local_only
U000293,2025-07-10 03:57:00,active,275,35_49,SG_WEST,medium,frequent_travel
U000294,2025-11-29 15:21:00,active,132,50_64,SG_WEST,medium,occasional_travel
U000295,2017-09-20 09:23:00,active,3125,65_plus,SG_WEST,medium,occasional_travel
U000296,2018-12-29 02:30:00,active,2660,18_24,SG_CENTRAL,high,local_only
U000297,2020-09-04 18:20:00,active,2044,65_plus,SG_CENTRAL,medium,occasional_travel
U000298,2018-05-19 20:47:00,active,2883,65_plus,SG_WEST,high,occasional_travel
U000299,2024-01-13 07:49:00,active,819,18_24,SG_NORTH,low,frequent_travel
U000300,2021-04-14 09:01:00,active,1823,35_49,SG_WEST,high,local_only
U000301,2020-02-09 17:30:00,active,2252,35_49,SG_EAST,high,frequent_travel
U000302,2018-06-03 14:14:00,active,2868,35_49,SG_NORTHEAST,low,local_only
U000303,2024-01-09 07:16:00,active,823,50_64,SG_CENTRAL,medium,frequent_travel
U000304,2019-11-09 23:25:00,active,2344,65_plus,SG_EAST,high,local_only
U000305,2025-07-16 01:27:00,active,269,50_64,SG_NORTHEAST,medium,occasional_travel
U000306,2017-01-15 16:23:00,active,3372,35_49,SG_CENTRAL,medium,occasional_travel
U000307,2018-08-25 18:21:00,active,2785,65_plus,SG_NORTHEAST,low,local_only
U000308,2021-06-03 18:51:00,active,1772,18_24,SG_CENTRAL,high,local_only
U000309,2022-11-13 06:23:00,active,1245,25_34,SG_WEST,high,occasional_travel
U000310,2016-10-16 09:19:00,active,3464,65_plus,SG_WEST,low,frequent_travel
U000311,2022-11-17 15:02:00,active,1240,65_plus,SG_EAST,high,frequent_travel
U000312,2024-07-19 06:10:00,active,631,65_plus,SG_WEST,high,local_only
U000313,2017-01-08 11:02:00,active,3380,65_plus,SG_WEST,high,local_only
U000314,2017-09-03 16:29:00,active,3141,18_24,SG_NORTH,high,frequent_travel
U000315,2023-01-10 14:06:00,locked,1186,50_64,SG_EAST,high,occasional_travel
U000316,2022-12-09 20:32:00,active,1218,18_24,SG_EAST,medium,occasional_travel
U000317,2020-11-04 20:09:00,active,1983,65_plus,SG_EAST,medium,frequent_travel
U000318,2022-09-12 00:13:00,inactive,1307,25_34,SG_WEST,high,frequent_travel
U000319,2025-02-01 01:07:00,active,434,18_24,SG_WEST,medium,local_only
U000320,2024-09-11 08:42:00,active,577,50_64,SG_NORTHEAST,medium,local_only
U000321,2016-07-28 06:33:00,active,3544,65_plus,SG_WEST,low,local_only
U000322,2020-09-08 18:26:00,active,2040,35_49,SG_NORTH,low,local_only
U000323,2021-11-12 18:45:00,active,1610,25_34,SG_EAST,high,occasional_travel
