session_id,scenario_name,user_id,device_id,service_id,authenticated_flag,login_stage_suspicious
SE000053,normal_returning_login_and_normal_usage,U000007,D000010,S0001,True,False
SE000054,normal_returning_login_and_normal_usage,U000007,D000010,S0010,True,False
SE000055,normal_returning_login_and_normal_usage,U000007,D000010,S0007,True,False
SE000056,normal_returning_login_and_normal_usage,U000007,D000010,S0009,True,False
SE000057,normal_returning_login_and_normal_usage,U000008,D000011,S0008,True,False
SE000058,relinquished_account_access_and_operation,U000008,D000011,S0009,True,False
SE000059,normal_returning_login_and_normal_usage,U000008,D000011,S0006,True,False
SE000060,normal_returning_login_and_normal_usage,U000008,D000011,S0011,True,False
SE000061,normal_returning_login_and_normal_usage,U000008,D000011,S0012,True,False
SE000062,legitimate_travel_or_device_change_login,U000008,D000011,S0002,True,False
SE000063,relinquished_account_access_and_operation,U000008,D000011,S0010,True,True
SE000064,repeated_attempts_before_success,U000008,D000011,S0007,False,True
SE000065,relinquished_account_access_and_operation,U000008,D000011,S0012,True,False
SE000066,legitimate_travel_or_device_change_login,U000008,D000011,S0003,True,False
SE000067,repeated_attempts_before_success,U000008,D000011,S0010,False,True
SE000068,normal_returning_login_and_normal_usage,U000009,D000012,S0002,True,False
SE000069,normal_returning_login_and_normal_usage,U000009,D000012,S0002,True,False
SE000070,normal_returning_login_and_normal_usage,U000009,D000012,S0004,True,False
SE000071,social_engineering_or_malicious_approval,U000009,D000012,S0004,True,False
SE000072,normal_returning_login_and_normal_usage,U000010,D000013,S0008,True,False
SE000073,relinquished_account_access_and_operation,U000010,D000013,S0002,True,False
SE000074,normal_returning_login_and_normal_usage,U000010,D000013,S0003,True,False
SE000075,normal_returning_login_and_normal_usage,U000010,D000013,S0008,True,False
SE000076,legitimate_travel_or_device_change_login,U000011,D000014,S0012,True,False
SE000077,normal_returning_login_and_normal_usage,U000011,D000014,S0007,True,False
SE000078,social_engineering_or_malicious_approval,U000011,D000014,S0009,True,True
SE000079,normal_returning_login_and_normal_usage,U000011,D000014,S0004,True,False
SE000080,normal_returning_login_and_normal_usage,U000011,D000014,S0001,True,False
SE000081,normal_returning_login_and_normal_usage,U000011,D000014,S0008,True,False
SE000082,normal_returning_login_and_normal_usage,U000011,D000014,S0010,True,False
SE000083,normal_returning_login_and_normal_usage,U000011,D000014,S0004,True,False
SE000084,normal_returning_login_and_normal_usage,U000011,D000014,S0008,True,False
SE000085,legitimate_travel_or_device_change_login,U000011,D000014,S0003,True,False
SE000086,relinquished_account_access_and_operation,U000011,D000014,S0012,True,False
SE000087,legitimate_travel_or_device_change_login,U000011,D000014,S0007,True,False
SE000088,repeated_attempts_before_success,U000012,D000015,S0008,True,True
SE000089,repeated_attempts_before_success,U000012,D000015,S0001,False,True
SE000090,normal_returning_login_and_normal_usage,U000012,D000015,S0001,True,False
SE000091,legitimate_travel_or_device_change_login,U000012,D000015,S0006,True,False
SE000092,normal_returning_login_and_normal_usage,U000012,D000015,S0004,True,False
SE000093,legitimate_first_time_or_infrequent_service_usage,U000012,D000015,S0002,True,False
SE000094,normal_returning_login_and_normal_usage,U000013,D000016,S0007,True,False
SE000095,normal_returning_login_and_normal_usage,U000013,D000016,S0008,True,False
SE000096,legitimate_travel_or_device_change_login,U000013,D000017,S0002,True,False
SE000097,normal_returning_login_and_normal_usage,U000013,D000017,S0007,True,False
SE000098,normal_returning_login_and_normal_usage,U000013,D000016,S0005,True,False
SE000099,normal_returning_login_and_normal_usage,U000013,D000017,S0009,True,False
SE000100,normal_returning_login_and_normal_usage,U000013,D000017,S0003,True,False
SE000101,legitimate_travel_or_device_change_login,U000014,D000018,S0001,True,False
SE000102,normal_returning_login_and_normal_usage,U000014,D000018,S0002,True,False
SE000103,legitimate_first_time_or_infrequent_service_usage,U000014,D000018,S0008,True,False
SE000104,normal_returning_login_and_normal_usage,U000014,D000018,S0001,True,False
SE000105,normal_returning_login_and_normal_usage,U000014,D000018,S0003,True,False
SE000106,repeated_attempts_before_success,U000014,D000018,S0002,True,True
SE000107,normal_returning_login_and_normal_usage,U000014,D000018,S0007,True,False
SE000108,normal_returning_login_and_normal_usage,U000015,D000019,S0009,True,False
SE000109,normal_returning_login_and_normal_usage,U000015,D000019,S0005,True,False
SE000110,normal_returning_login_and_normal_usage,U000015,D000019,S0005,True,False
SE000111,normal_returning_login_and_normal_usage,U000015,D000019,S0006,True,False
SE000112,social_engineering_or_malicious_approval,U000015,D000019,S0010,True,False
SE000113,relinquished_account_access_and_operation,U000015,D000019,S0008,True,True
SE000114,normal_returning_login_and_normal_usage,U000015,D000019,S0004,True,False
SE000115,normal_returning_login_and_normal_usage,U000015,D000019,S0011,True,False
SE000116,normal_returning_login_and_normal_usage,U000015,D000019,S0003,True,False
SE000117,normal_returning_login_and_normal_usage,U000015,D000019,S0011,True,False
SE000118,legitimate_travel_or_device_change_login,U000016,D000021,S0006,True,False
SE000119,normal_returning_login_and_normal_usage,U000016,D000020,S0001,True,False
SE000120,legitimate_first_time_or_infrequent_service_usage,U000016,D000021,S0011,True,False
SE000121,normal_returning_login_and_normal_usage,U000016,D000021,S0001,True,False
SE000122,normal_returning_login_and_normal_usage,U000016,D000020,S0010,True,False
SE000123,normal_returning_login_and_normal_usage,U000016,D000021,S0010,True,False
SE000124,normal_returning_login_and_normal_usage,U000016,D000021,S0008,True,False
SE000125,social_engineering_or_malicious_approval,U000017,D000022,S0005,True,False
SE000126,normal_returning_login_and_normal_usage,U000017,D000022,S0003,True,False
SE000127,relinquished_account_access_and_operation,U000017,D000022,S0006,True,True
SE000128,normal_returning_login_and_normal_usage,U000017,D000022,S0004,True,False
SE000129,suspicious_downstream_misuse_after_successful_access,U000017,D000022,S0003,True,False
SE000130,legitimate_travel_or_device_change_login,U000017,D000022,S0004,True,False
SE000131,legitimate_first_time_or_infrequent_service_usage,U000018,D000023,S0011,True,False
SE000132,normal_returning_login_and_normal_usage,U000018,D000023,S0004,True,False
SE000133,legitimate_travel_or_device_change_login,U000018,D000023,S0010,True,False
SE000134,normal_returning_login_and_normal_usage,U000018,D000023,S0011,True,False
SE000135,normal_returning_login_and_normal_usage,U000019,D000024,S0007,True,False
SE000136,legitimate_first_time_or_infrequent_service_usage,U000019,D000025,S0006,True,False
SE000137,normal_returning_login_and_normal_usage,U000019,D000024,S0012,True,False
SE000138,legitimate_first_time_or_infrequent_service_usage,U000019,D000025,S0002,True,False
SE000139,remote_control_or_device_compromise_access,U000019,D000024,S0004,True,True
SE000140,normal_returning_login_and_normal_usage,U000019,D000024,S0007,True,False
SE000141,legitimate_travel_or_device_change_login,U000019,D000024,S0008,True,False
SE000142,normal_returning_login_and_normal_usage,U000019,D000025,S0001,True,False
SE000143,normal_returning_login_and_normal_usage,U000019,D000025,S0003,True,False
SE000144,normal_returning_login_and_normal_usage,U000020,D000026,S0004,True,False
SE000145,normal_returning_login_and_normal_usage,U000020,D000026,S0005,True,False
SE000146,social_engineering_or_malicious_approval,U000020,D000026,S0001,True,True
SE000147,normal_returning_login_and_normal_usage,U000020,D000026,S0002,True,False
SE000148,repeated_attempts_before_success,U000021,D000027,S0011,True,True
SE000149,normal_returning_login_and_normal_usage,U000021,D000027,S0001,True,False
SE000150,legitimate_first_time_or_infrequent_service_usage,U000021,D000027,S0010,True,False
SE000151,normal_returning_login_and_normal_usage,U000021,D000027,S0009,True,False
SE000152,normal_returning_login_and_normal_usage,U000021,D000027,S0008,True,False
SE000153,suspicious_downstream_misuse_after_successful_access,U000021,D000027,S0004,True,False
SE000154,repeated_attempts_before_success,U000021,D000027,S0008,True,True
SE000155,normal_returning_login_and_normal_usage,U000022,D000028,S0010,True,False
SE000156,legitimate_first_time_or_infrequent_service_usage,U000022,D000028,S0005,True,False
SE000157,social_engineering_or_malicious_approval,U000022,D000028,S0003,True,True
SE000158,relinquished_account_access_and_operation,U000022,D000028,S0009,True,False
SE000159,normal_returning_login_and_normal_usage,U000022,D000028,S0001,True,False
SE000160,relinquished_account_access_and_operation,U000022,D000028,S0006,True,True
SE000161,suspicious_downstream_misuse_after_successful_access,U000022,D000028,S0009,True,False
SE000162,normal_returning_login_and_normal_usage,U000022,D000028,S0011,True,False
SE000163,normal_returning_login_and_normal_usage,U000022,D000028,S0005,True,False
SE000164,normal_returning_login_and_normal_usage,U000022,D000028,S0012,True,False
SE000165,normal_returning_login_and_normal_usage,U000022,D000028,S0009,True,False
SE000166,normal_returning_login_and_normal_usage,U000023,D000030,S0012,True,False
SE000167,normal_returning_login_and_normal_usage,U000023,D000029,S0003,True,False
SE000168,normal_returning_login_and_normal_usage,U000023,D000029,S0010,True,False
SE000169,normal_returning_login_and_normal_usage,U000023,D000030,S0002,True,False
SE000170,normal_returning_login_and_normal_usage,U000023,D000029,S0012,True,False
SE000171,suspicious_downstream_misuse_after_successful_access,U000023,D000029,S0011,True,False
SE000172,remote_control_or_device_compromise_access,U000023,D000030,S0011,True,True
SE000173,normal_returning_login_and_normal_usage,U000023,D000029,S0010,True,False
SE000174,normal_returning_login_and_normal_usage,U000024,D000031,S0009,True,False
SE000175,normal_returning_login_and_normal_usage,U000024,D000031,S0008,True,False
SE000176,normal_returning_login_and_normal_usage,U000024,D000031,S0007,True,False
SE000177,normal_returning_login_and_normal_usage,U000024,D000031,S0007,True,False
SE000178,repeated_attempts_before_success,U000024,D000031,S0008,False,True
SE000179,normal_returning_login_and_normal_usage,U000024,D000031,S0002,True,False
SE000180,normal_returning_login_and_normal_usage,U000024,D000031,S0008,True,False
SE000181,normal_returning_login_and_normal_usage,U000024,D000031,S0002,True,False
SE000182,normal_returning_login_and_normal_usage,U000025,D000033,S0006,True,False
SE000183,normal_returning_login_and_normal_usage,U000025,D000034,S0006,True,False
SE000184,normal_returning_login_and_normal_usage,U000025,D000032,S0008,True,False
SE000185,suspicious_downstream_misuse_after_successful_access,U000025,D000033,S0004,True,False
SE000186,normal_returning_login_and_normal_usage,U000025,D000032,S0003,True,False
SE000187,normal_returning_login_and_normal_usage,U000025,D000032,S0010,True,False
SE000188,normal_returning_login_and_normal_usage,U000025,D000034,S0006,True,False
SE000189,normal_returning_login_and_normal_usage,U000025,D000033,S0004,True,False
SE000190,normal_returning_login_and_normal_usage,U000025,D000032,S0001,True,False
SE000191,normal_returning_login_and_normal_usage,U000025,D000032,S0001,True,False
SE000192,normal_returning_login_and_normal_usage,U000025,D000033,S0007,True,False
SE000193,social_engineering_or_malicious_approval,U000026,D000035,S0007,True,True
SE000194,normal_returning_login_and_normal_usage,U000026,D000035,S0005,True,False
SE000195,normal_returning_login_and_normal_usage,U000026,D000035,S0012,True,False
SE000196,normal_returning_login_and_normal_usage,U000026,D000035,S0007,True,False
SE000197,normal_returning_login_and_normal_usage,U000026,D000035,S0007,True,False
SE000198,legitimate_travel_or_device_change_login,U000026,D000035,S0002,True,False
SE000199,normal_returning_login_and_normal_usage,U000026,D000035,S0002,True,False
SE000200,normal_returning_login_and_normal_usage,U000026,D000035,S0005,True,False
SE000201,legitimate_first_time_or_infrequent_service_usage,U000026,D000035,S0002,True,False
SE000202,normal_returning_login_and_normal_usage,U000026,D000035,S0004,True,False
SE000203,normal_returning_login_and_normal_usage,U000026,D000035,S0005,True,False
SE000204,normal_returning_login_and_normal_usage,U000027,D000037,S0007,True,False
SE000205,suspicious_downstream_misuse_after_successful_access,U000027,D000037,S0002,True,False
SE000206,repeated_attempts_before_success,U000027,D000036,S0011,False,True
SE000207,normal_returning_login_and_normal_usage,U000027,D000036,S0006,True,False
SE000208,normal_returning_login_and_normal_usage,U000027,D000036,S0011,True,False
SE000209,normal_returning_login_and_normal_usage,U000027,D000037,S0010,True,False
SE000210,legitimate_travel_or_device_change_login,U000027,D000036,S0011,True,False
SE000211,remote_control_or_device_compromise_access,U000027,D000036,S0003,True,True
SE000212,social_engineering_or_malicious_approval,U000027,D000036,S0004,True,True
SE000213,normal_returning_login_and_normal_usage,U000027,D000036,S0009,True,False
SE000214,normal_returning_login_and_normal_usage,U000028,D000038,S0001,True,False
SE000215,remote_control_or_device_compromise_access,U000028,D000038,S0003,True,True
SE000216,normal_returning_login_and_normal_usage,U000028,D000038,S0003,True,False
SE000217,normal_returning_login_and_normal_usage,U000028,D000038,S0012,True,False
SE000218,normal_returning_login_and_normal_usage,U000028,D000038,S0004,True,False
SE000219,normal_returning_login_and_normal_usage,U000028,D000038,S0004,True,False
SE000220,normal_returning_login_and_normal_usage,U000028,D000038,S0009,True,False
SE000221,legitimate_first_time_or_infrequent_service_usage,U000029,D000039,S0001,True,False
SE000222,legitimate_travel_or_device_change_login,U000029,D000039,S0002,True,False
SE000223,remote_control_or_device_compromise_access,U000029,D000039,S0006,True,True
SE000224,normal_returning_login_and_normal_usage,U000029,D000039,S0001,True,False
SE000225,normal_returning_login_and_normal_usage,U000029,D000039,S0001,True,False
SE000226,normal_returning_login_and_normal_usage,U000029,D000039,S0011,True,False
SE000227,normal_returning_login_and_normal_usage,U000029,D000039,S0012,True,False
SE000228,normal_returning_login_and_normal_usage,U000029,D000039,S0001,True,False
SE000229,normal_returning_login_and_normal_usage,U000029,D000039,S0012,True,False
SE000230,remote_control_or_device_compromise_access,U000029,D000039,S0001,True,True
SE000231,remote_control_or_device_compromise_access,U000029,D000039,S0005,True,True
SE000232,remote_control_or_device_compromise_access,U000029,D000039,S0012,True,True
SE000233,normal_returning_login_and_normal_usage,U000030,D000040,S0008,True,False
SE000234,legitimate_travel_or_device_change_login,U000030,D000040,S0012,True,False
SE000235,legitimate_travel_or_device_change_login,U000030,D000040,S0001,True,False
SE000236,normal_returning_login_and_normal_usage,U000030,D000040,S0012,True,False
SE000237,normal_returning_login_and_normal_usage,U000030,D000041,S0010,True,False
SE000238,legitimate_travel_or_device_change_login,U000030,D000040,S0002,True,False
SE000239,normal_returning_login_and_normal_usage,U000030,D000040,S0007,True,False
SE000240,normal_returning_login_and_normal_usage,U000030,D000041,S0003,True,False
SE000241,repeated_attempts_before_success,U000030,D000040,S0002,True,True
SE000242,normal_returning_login_and_normal_usage,U000030,D000041,S0008,True,False
SE000243,normal_returning_login_and_normal_usage,U000030,D000040,S0002,True,False
SE000244,legitimate_first_time_or_infrequent_service_usage,U000031,D000042,S0010,True,False
SE000245,normal_returning_login_and_normal_usage,U000031,D000042,S0011,True,False
SE000246,normal_returning_login_and_normal_usage,U000031,D000042,S0005,True,False
SE000247,social_engineering_or_malicious_approval,U000031,D000042,S0002,True,True
SE000248,legitimate_travel_or_device_change_login,U000031,D000042,S0005,True,False
SE000249,legitimate_travel_or_device_change_login,U000031,D000042,S0010,True,False
SE000250,normal_returning_login_and_normal_usage,U000031,D000042,S0010,True,False
SE000251,suspicious_downstream_misuse_after_successful_access,U000031,D000042,S0008,True,False
SE000252,legitimate_travel_or_device_change_login,U000031,D000042,S0006,True,False
SE000253,normal_returning_login_and_normal_usage,U000031,D000042,S0001,True,False
SE000254,normal_returning_login_and_normal_usage,U000031,D000042,S0010,True,False
SE000255,normal_returning_login_and_normal_usage,U000032,D000043,S0012,True,False
SE000256,normal_returning_login_and_normal_usage,U000032,D000043,S0007,True,False
SE000257,repeated_attempts_before_success,U000032,D000043,S0011,True,True
SE000258,normal_returning_login_and_normal_usage,U000032,D000043,S0010,True,False
SE000259,normal_returning_login_and_normal_usage,U000032,D000043,S0003,True,False
SE000260,normal_returning_login_and_normal_usage,U000032,D000043,S0008,True,False
SE000261,legitimate_first_time_or_infrequent_service_usage,U000032,D000043,S0010,True,False
SE000262,normal_returning_login_and_normal_usage,U000032,D000043,S0004,True,False
SE000263,normal_returning_login_and_normal_usage,U000032,D000043,S0003,True,False
SE000264,repeated_attempts_before_success,U000032,D000043,S0001,False,True
SE000265,legitimate_travel_or_device_change_login,U000032,D000043,S0003,True,False
SE000266,repeated_attempts_before_success,U000032,D000043,S0010,False,True
SE000267,legitimate_first_time_or_infrequent_service_usage,U000033,D000044,S0012,True,False
SE000268,normal_returning_login_and_normal_usage,U000033,D000044,S0002,True,False
SE000269,legitimate_first_time_or_infrequent_service_usage,U000033,D000044,S0005,True,False
SE000270,normal_returning_login_and_normal_usage,U000033,D000044,S0009,True,False
SE000271,suspicious_downstream_misuse_after_successful_access,U000033,D000044,S0008,True,False
SE000272,normal_returning_login_and_normal_usage,U000033,D000044,S0001,True,False
SE000273,normal_returning_login_and_normal_usage,U000033,D000044,S0005,True,False
SE000274,normal_returning_login_and_normal_usage,U000033,D000044,S0002,True,False
SE000275,normal_returning_login_and_normal_usage,U000033,D000044,S0002,True,False
SE000276,normal_returning_login_and_normal_usage,U000033,D000044,S0010,True,False
SE000277,relinquished_account_access_and_operation,U000034,D000045,S0012,True,False
SE000278,normal_returning_login_and_normal_usage,U000034,D000045,S0012,True,False
SE000279,relinquished_account_access_and_operation,U000034,D000045,S0003,True,True
SE000280,normal_returning_login_and_normal_usage,U000034,D000045,S0002,True,False
SE000281,normal_returning_login_and_normal_usage,U000034,D000045,S0008,True,False
SE000282,normal_returning_login_and_normal_usage,U000034,D000045,S0002,True,False
SE000283,social_engineering_or_malicious_approval,U000034,D000045,S0001,True,True
SE000284,normal_returning_login_and_normal_usage,U000034,D000045,S0004,True,False
SE000285,legitimate_travel_or_device_change_login,U000035,D000046,S0002,True,False
SE000286,repeated_attempts_before_success,U000035,D000046,S0001,True,True
SE000287,normal_returning_login_and_normal_usage,U000035,D000046,S0008,True,False
SE000288,legitimate_first_time_or_infrequent_service_usage,U000035,D000046,S0009,True,False
SE000289,normal_returning_login_and_normal_usage,U000035,D000046,S0004,True,False
SE000290,normal_returning_login_and_normal_usage,U000035,D000046,S0007,True,False
SE000291,normal_returning_login_and_normal_usage,U000035,D000046,S0008,True,False
SE000292,legitimate_travel_or_device_change_login,U000036,D000047,S0009,True,False
SE000293,suspicious_downstream_misuse_after_successful_access,U000036,D000047,S0001,True,False
SE000294,normal_returning_login_and_normal_usage,U000036,D000047,S0003,True,False
SE000295,remote_control_or_device_compromise_access,U000036,D000047,S0012,True,True
SE000296,normal_returning_login_and_normal_usage,U000036,D000047,S0008,True,False
SE000297,social_engineering_or_malicious_approval,U000036,D000047,S0002,True,True
SE000298,normal_returning_login_and_normal_usage,U000036,D000047,S0006,True,False
SE000299,normal_returning_login_and_normal_usage,U000036,D000047,S0001,True,False
SE000300,social_engineering_or_malicious_approval,U000036,D000047,S0006,True,True
SE000301,normal_returning_login_and_normal_usage,U000036,D000047,S0002,True,False
SE000302,normal_returning_login_and_normal_usage,U000036,D000047,S0010,True,False
SE000303,normal_returning_login_and_normal_usage,U000037,D000048,S0004,True,False
SE000304,normal_returning_login_and_normal_usage,U000037,D000048,S0005,True,False
SE000305,normal_returning_login_and_normal_usage,U000037,D000048,S0005,True,False
SE000306,normal_returning_login_and_normal_usage,U000037,D000048,S0001,True,False
SE000307,normal_returning_login_and_normal_usage,U000037,D000048,S0003,True,False
SE000308,normal_returning_login_and_normal_usage,U000038,D000049,S0001,True,False
SE000309,normal_returning_login_and_normal_usage,U000038,D000049,S0010,True,False
SE000310,normal_returning_login_and_normal_usage,U000038,D000049,S0010,True,False
SE000311,normal_returning_login_and_normal_usage,U000038,D000049,S0001,True,False
SE000312,legitimate_travel_or_device_change_login,U000038,D000049,S0010,True,False
SE000313,normal_returning_login_and_normal_usage,U000038,D000049,S0010,True,False
SE000314,normal_returning_login_and_normal_usage,U000039,D000051,S0003,True,False
SE000315,normal_returning_login_and_normal_usage,U000039,D000051,S0011,True,False
SE000316,suspicious_downstream_misuse_after_successful_access,U000039,D000050,S0006,True,False
SE000317,normal_returning_login_and_normal_usage,U000039,D000050,S0002,True,False
SE000318,normal_returning_login_and_normal_usage,U000039,D000051,S0005,True,False
SE000319,social_engineering_or_malicious_approval,U000039,D000051,S0004,True,True
SE000320,normal_returning_login_and_normal_usage,U000039,D000051,S0005,True,False
SE000321,normal_returning_login_and_normal_usage,U000039,D000051,S0009,True,False
SE000322,normal_returning_login_and_normal_usage,U000039,D000051,S0009,True,False
SE000323,legitimate_first_time_or_infrequent_service_usage,U000039,D000051,S0006,True,False
SE000324,normal_returning_login_and_normal_usage,U000039,D000050,S0012,True,False
SE000325,normal_returning_login_and_normal_usage,U000039,D000050,S0008,True,False
SE000326,normal_returning_login_and_normal_usage,U000040,D000052,S0007,True,False
SE000327,normal_returning_login_and_normal_usage,U000040,D000052,S0009,True,False
SE000328,legitimate_travel_or_device_change_login,U000040,D000052,S0001,True,False
SE000329,normal_returning_login_and_normal_usage,U000040,D000052,S0010,True,False
SE000330,legitimate_travel_or_device_change_login,U000040,D000052,S0011,True,False
SE000331,legitimate_first_time_or_infrequent_service_usage,U000040,D000052,S0008,True,False
SE000332,remote_control_or_device_compromise_access,U000040,D000052,S0009,True,True
SE000333,normal_returning_login_and_normal_usage,U000040,D000052,S0005,True,False
SE000334,normal_returning_login_and_normal_usage,U000040,D000052,S0001,True,False
SE000335,normal_returning_login_and_normal_usage,U000040,D000052,S0008,True,False
SE000336,normal_returning_login_and_normal_usage,U000040,D000052,S0002,True,False
SE000337,legitimate_first_time_or_infrequent_service_usage,U000040,D000052,S0010,True,False
SE000338,normal_returning_login_and_normal_usage,U000041,D000053,S0004,True,False
SE000339,normal_returning_login_and_normal_usage,U000041,D000053,S0005,True,False
SE000340,normal_returning_login_and_normal_usage,U000041,D000053,S0005,True,False
SE000341,normal_returning_login_and_normal_usage,U000041,D000053,S0012,True,False
SE000342,normal_returning_login_and_normal_usage,U000041,D000053,S0003,True,False
SE000343,repeated_attempts_before_success,U000041,D000053,S0001,True,True
SE000344,relinquished_account_access_and_operation,U000041,D000053,S0009,True,True
SE000345,normal_returning_login_and_normal_usage,U000041,D000053,S0012,True,False
SE000346,repeated_attempts_before_success,U000041,D000053,S0011,True,True
SE000347,normal_returning_login_and_normal_usage,U000042,D000054,S0012,True,False
SE000348,normal_returning_login_and_normal_usage,U000042,D000054,S0008,True,False
SE000349,normal_returning_login_and_normal_usage,U000042,D000054,S0004,True,False
SE000350,legitimate_travel_or_device_change_login,U000042,D000054,S0007,True,False
SE000351,normal_returning_login_and_normal_usage,U000042,D000054,S0010,True,False
SE000352,normal_returning_login_and_normal_usage,U000042,D000054,S0011,True,False
SE000353,social_engineering_or_malicious_approval,U000042,D000054,S0007,True,False
SE000354,normal_returning_login_and_normal_usage,U000042,D000054,S0002,True,False
SE000355,normal_returning_login_and_normal_usage,U000042,D000054,S0002,True,False
SE000356,legitimate_first_time_or_infrequent_service_usage,U000043,D000055,S0009,True,False
SE000357,normal_returning_login_and_normal_usage,U000043,D000055,S0005,True,False
SE000358,normal_returning_login_and_normal_usage,U000043,D000055,S0004,True,False
SE000359,suspicious_downstream_misuse_after_successful_access,U000043,D000055,S0011,True,False
SE000360,legitimate_first_time_or_infrequent_service_usage,U000043,D000055,S0011,True,False
SE000361,normal_returning_login_and_normal_usage,U000043,D000055,S0011,True,False
SE000362,normal_returning_login_and_normal_usage,U000043,D000055,S0008,True,False
SE000363,normal_returning_login_and_normal_usage,U000043,D000055,S0003,True,False
SE000364,normal_returning_login_and_normal_usage,U000043,D000055,S0006,True,False
SE000365,normal_returning_login_and_normal_usage,U000044,D000056,S0010,True,False
SE000366,social_engineering_or_malicious_approval,U000044,D000056,S0008,True,True
SE000367,normal_returning_login_and_normal_usage,U000044,D000056,S0005,True,False
SE000368,legitimate_travel_or_device_change_login,U000044,D000057,S0007,True,False
SE000369,social_engineering_or_malicious_approval,U000044,D000056,S0007,True,True
SE000370,legitimate_first_time_or_infrequent_service_usage,U000045,D000058,S0009,True,False
SE000371,normal_returning_login_and_normal_usage,U000045,D000058,S0010,True,False
SE000372,normal_returning_login_and_normal_usage,U000045,D000058,S0011,True,False
SE000373,normal_returning_login_and_normal_usage,U000045,D000058,S0002,True,False
SE000374,normal_returning_login_and_normal_usage,U000045,D000058,S0003,True,False
SE000375,legitimate_travel_or_device_change_login,U000046,D000059,S0004,True,False
